gene	TS001	TS002	TS003	TS004	TS005	TS006	TS007	TS008	TS009	TS010	TS011	TS012	TS003-2
C6orf70	424	522	446	397	196	471	204	208	137	209	206	216	442
DPCD	1036	901	526	414	21	352	12	23	20	18	23	20	502
HNRNPCL1	1	0	0	0	0	0	0	0	0	0	0	0	1
INSIG2	205	208	274	283	266	252	254	290	209	563	339	247	266
INSIG1	696	926	869	1155	366	1311	314	551	433	675	793	866	962
PAFAH2	151	265	290	248	140	307	139	161	128	226	177	169	336
ARL14EPL	2	1	0	0	0	2	0	0	0	0	0	0	2
ABCA8	368	436	801	781	2196	1048	2203	1800	1030	2326	2109	1881	860
ABCA9	56	108	71	216	146	291	65	163	170	182	187	232	74
TAF13	42	50	67	60	41	68	46	62	28	104	59	43	77
TAF12	237	394	360	240	97	413	69	82	59	101	80	91	396
TAF11	481	512	614	772	615	720	886	941	631	1164	1091	930	660
TAF10	661	866	459	392	87	365	102	103	69	172	123	131	429
TAF15	1100	1400	1715	1625	856	1950	1151	1394	932	1595	1359	1279	1590
FH	507	800	569	431	173	455	135	167	109	199	249	171	576
NDUFV3	398	575	403	377	160	388	122	144	139	143	179	183	389
NDUFV2	365	391	296	277	170	312	237	169	142	297	299	226	332
NDUFV1	1117	1319	1197	1104	730	1202	750	850	670	1210	1082	957	1169
LAMA1	295	533	1345	1090	2138	769	2264	3032	1837	3353	2446	1910	1486
LAMA2	239	711	560	1201	1744	931	1415	1537	1497	1918	1095	1414	608
LAMA3	34	189	232	169	100	221	150	150	138	238	224	137	247
LAMA4	210	381	292	602	514	680	406	766	522	790	875	874	315
LAMA5	126	538	450	1022	2172	1245	1000	1865	755	1205	1739	1620	381
TAF1C	402	941	1105	1367	924	1778	1191	1231	1226	1256	1473	1523	1002
TAF1B	104	137	149	113	53	161	45	48	40	67	54	45	181
TAF1A	74	110	90	75	39	106	34	42	23	59	28	39	100
F3	367	659	521	1694	1091	1238	897	1296	1656	1448	966	1158	602
F5	16	37	41	27	4	11	5	2	1	1	4	2	44
POC1B-GALNT4	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF1D	76	97	153	143	99	145	97	149	99	142	125	104	157
F8	107	205	417	298	731	358	780	398	339	456	956	528	486
F9	1	2	0	0	0	0	0	0	0	0	0	0	0
TAF1L	68	148	208	150	75	147	85	94	53	135	102	72	197
HTR3D	0	1	0	0	0	3	0	0	0	0	0	1	1
HTR3E	1	2	0	0	0	1	0	0	0	0	0	1	0
HTR3B	1	8	8	9	3	4	5	0	10	11	15	3	9
HTR3C	1	3	0	1	0	1	0	0	0	0	0	0	2
HTR3A	3	3	10	3	1	3	2	0	0	0	0	0	8
FCAMR	1	9	1	3	1	1	1	0	1	0	2	0	3
HS2ST1	284	371	592	558	496	489	835	579	512	1349	1119	667	638
BAALC	23	14	13	33	72	30	14	25	26	32	53	38	8
RTDR1	148	202	86	84	11	52	29	8	7	22	23	15	87
DYNLRB2	835	1221	520	425	3	291	8	3	3	8	8	6	580
DYNLRB1	304	344	309	437	308	503	401	331	328	441	397	410	338
FAM105B	223	398	336	270	109	358	103	150	89	148	130	117	340
CYR61	167	109	1087	935	307	369	1076	4848	3113	2339	1109	301	1087
OR2F2	1	0	1	1	0	0	0	0	0	0	0	0	1
ABO	5	78	190	101	228	163	342	301	281	368	314	179	145
ABR	218	571	357	586	417	664	157	382	337	364	267	374	352
ATP4A	15	42	29	17	0	27	0	1	0	0	0	0	24
ATP4B	1	3	1	1	0	0	0	0	1	1	0	0	0
FAM228B	225	333	186	184	49	194	64	106	79	72	77	88	204
FAM228A	323	518	294	228	29	285	9	23	6	9	12	6	302
ARAF	138	291	303	416	399	427	430	377	364	702	499	531	329
TEPP	51	173	36	31	1	27	2	0	3	1	2	1	44
ZNF705D	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705B	0	3	4	0	0	0	0	0	0	0	0	0	3
ZNF705A	8	14	10	9	1	14	3	0	0	0	0	0	16
TEP1	108	130	206	318	390	298	327	485	302	458	447	326	203
TEX261	672	1642	1326	1261	561	1613	548	538	476	917	722	698	1496
TEX264	1217	1642	1297	1220	592	1246	829	528	416	932	824	864	1369
SAMD9L	32	53	90	224	368	317	271	284	242	333	259	267	111
C1QC	54	91	22	186	177	328	85	153	170	104	107	340	25
C1QB	72	108	17	181	179	327	70	145	166	89	122	313	20
C1QA	145	137	38	275	239	497	113	218	226	162	162	501	29
PKHD1	164	207	133	100	36	46	29	24	12	13	10	18	136
VSIG8	6	9	13	11	9	7	8	10	9	11	17	5	18
VSIG4	23	65	18	82	73	102	27	71	59	55	55	77	22
VSIG2	7	10	10	9	3	17	1	4	5	2	3	7	17
VSIG1	602	1272	2536	1770	1686	1988	2644	2535	1387	4328	2974	2029	2723
SHPRH	42	130	262	107	87	183	96	86	55	130	110	62	278
ADORA2A	29	73	59	64	40	121	20	32	31	26	18	34	71
ADORA2B	29	28	12	26	0	25	5	5	4	4	4	5	15
NKAP	96	100	152	140	90	166	124	135	96	216	168	132	151
CSK	220	375	543	447	364	576	393	363	266	633	457	422	516
CNOT11	679	1122	860	682	255	837	270	278	209	405	375	286	820
CNOT10	497	858	637	507	118	536	119	153	94	171	204	170	655
MKI67IP	197	212	208	225	136	273	111	179	101	258	182	175	233
TRIM49B	0	1	0	0	0	0	0	0	0	0	0	0	0
TRIM49C	0	1	0	1	0	2	0	0	0	0	0	0	0
CD74	432	814	470	3273	3391	3207	1354	3242	2714	1600	1639	3626	495
CD70	3	3	3	4	0	4	0	0	0	0	0	0	1
CD72	5	8	7	10	4	20	3	3	4	1	1	13	5
CLOCK	622	1060	1321	820	254	1116	244	267	205	270	271	248	1336
SH3BP4	221	434	898	771	771	745	1009	1049	700	1995	1285	1070	945
SH3BP5	43	138	207	212	211	190	188	235	184	451	271	285	193
SH3BP1	85	180	158	170	106	225	96	75	47	67	99	108	147
SH3BP2	175	406	293	421	325	577	201	420	326	290	411	397	336
MCFD2	434	761	1062	1096	1162	1010	1518	1338	932	2305	1875	1492	1118
FASTKD5	147	375	301	270	155	273	175	147	112	237	201	149	303
FASTKD2	170	284	365	271	232	344	327	303	205	456	360	242	375
FASTKD3	42	85	90	81	56	106	45	55	44	73	65	53	98
FASTKD1	201	245	246	182	172	232	171	244	119	194	200	150	282
CYB5D1	135	345	278	271	122	262	144	175	139	222	204	174	294
CYB5D2	535	847	582	563	260	641	299	257	196	468	346	350	623
SRP72	354	682	656	643	346	686	468	520	334	747	651	524	739
MAPK4	64	115	139	170	131	223	283	125	88	255	377	312	185
PAF1	1151	1388	1088	875	312	1120	306	357	315	536	411	391	1076
REP15	42	57	18	17	10	19	2	6	9	11	10	9	29
SPATC1	251	967	296	279	5	139	5	3	1	2	10	5	272
MILR1	0	3	4	2	1	3	2	1	4	1	3	3	1
AATK	21	59	62	72	64	79	29	136	53	52	50	98	43
GNB1L	34	55	56	52	31	37	22	36	25	33	35	24	38
UNC119	325	565	1069	971	954	755	1405	1324	1129	2136	1453	1390	1053
KCND1	5	41	68	67	95	101	82	83	99	105	85	92	65
MFSD8	128	213	272	309	250	286	329	352	256	446	374	306	291
KCND3	20	77	56	29	9	31	5	1	2	12	12	5	61
KCND2	46	94	76	45	10	72	3	10	2	8	12	11	77
CCHCR1	2616	3615	2047	1677	175	1579	168	186	159	163	182	178	2003
MFSD1	100	137	180	196	187	242	147	188	147	201	207	193	159
MFSD3	73	90	109	97	65	103	83	93	69	137	141	110	106
MFSD5	167	259	233	260	255	283	238	233	179	354	284	262	230
MFSD4	15	42	31	41	21	81	22	37	35	21	19	23	44
MFSD7	162	403	145	142	14	122	14	35	19	13	12	10	111
ABHD14B	108	166	177	289	238	360	294	307	342	506	301	414	218
TAMM41	41	80	98	84	56	81	79	70	45	133	84	61	114
DDX26B	146	256	465	519	584	475	843	1008	677	1145	1002	625	478
MAP6D1	33	81	51	54	20	46	39	29	29	46	25	23	53
NCDN	247	537	625	561	441	508	492	430	348	750	502	540	559
KAT6B	257	651	1170	810	779	868	936	967	729	1530	1194	828	1203
KAT6A	203	671	1013	788	533	890	595	640	470	922	739	562	1032
OR8G5	10	33	28	8	0	10	0	0	1	0	0	0	28
BHLHE41	65	135	148	373	363	342	223	272	240	358	166	373	172
OR8G1	0	2	0	6	0	0	0	0	0	0	0	0	1
OR8G2	0	2	1	0	0	0	0	0	1	0	1	0	0
MAGI3	156	290	225	178	51	187	27	49	50	44	45	41	275
MAGI2	85	202	107	181	82	205	108	121	130	139	127	124	125
MAGI1	521	958	561	441	156	402	234	257	219	326	295	242	522
VWA3A	89	255	121	89	6	61	4	4	0	6	3	11	121
UGT2B7	2	0	1	0	0	0	0	0	0	0	0	0	0
UGT2B4	2	1	1	0	0	3	0	0	0	0	0	0	2
NGEF	24	36	75	129	87	60	69	68	64	160	101	120	51
GAPT	2	2	4	21	26	17	6	21	7	9	15	13	5
MAGIX	4	14	11	9	3	12	5	8	6	13	5	7	14
CCL16	0	1	3	0	0	5	0	2	2	2	0	0	0
BST1	11	20	9	17	10	30	6	13	5	6	6	9	10
CCL19	1	0	0	9	0	1	1	0	2	0	0	1	0
ZNF335	173	656	567	605	328	546	411	383	319	440	392	370	569
CARM1	611	1347	1281	1030	507	1046	657	579	484	889	663	701	1224
KRTAP7-1	0	2	0	2	1	2	0	0	3	1	3	2	1
SMTNL1	2	16	2	10	2	8	1	5	0	1	0	5	2
SMTNL2	19	20	47	31	11	55	17	28	15	67	5	26	54
IMPG2	5	10	9	7	10	16	16	12	3	8	11	10	19
IMPG1	5	8	10	6	9	8	10	12	4	17	7	4	10
FAM22F	7	13	16	4	0	6	0	0	0	0	0	0	12
FAM22G	9	29	16	13	1	10	3	1	0	2	3	0	14
FAM22D	0	10	10	17	6	11	24	11	4	11	10	6	14
FAM22A	0	5	4	0	4	8	2	5	3	1	2	1	2
ATP6AP1L	52	74	70	55	53	85	45	66	62	68	71	73	86
C1orf101	291	656	319	254	12	240	31	27	14	25	36	14	356
TNIK	256	525	789	555	799	441	900	946	473	1670	984	712	846
SERPING1	303	414	208	1111	772	2269	314	744	1137	843	725	1202	220
GCSAM	6	20	7	9	6	9	2	3	5	6	2	2	12
C1orf105	179	316	123	118	0	89	2	0	2	1	1	0	157
C1orf106	7	26	20	17	7	11	1	4	2	6	4	4	16
ZNF267	147	281	218	195	66	238	58	54	37	67	73	51	300
MARCKSL1	2008	2700	3904	3702	3448	3539	5056	4882	3310	7587	5448	5197	3882
LY6E	370	448	387	611	652	1091	716	504	677	1935	700	960	410
LY6D	1	0	0	0	0	0	0	0	0	0	0	0	0
LY6K	285	141	138	120	0	451	1	0	1	0	2	1	140
LY6H	50	44	38	42	0	63	0	1	0	0	0	0	36
OR51M1	0	0	0	0	0	0	0	0	0	0	0	0	0
OCLN	3	15	41	19	38	22	15	32	8	31	20	33	42
TYW5	89	153	188	198	224	227	274	329	192	302	313	284	234
OCLM	0	4	12	5	13	6	12	7	6	16	12	8	17
EBNA1BP2	591	698	492	466	142	538	172	169	136	329	218	204	535
TYW3	187	266	234	249	204	273	200	253	191	359	306	278	225
GPR37L1	4	28	20	14	23	14	36	26	25	36	14	27	20
CFC1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA22	2458	2856	2052	1333	8	1959	6	5	7	10	16	8	2158
SPATA20	1551	4035	1941	2079	1013	1219	838	1153	570	1157	849	1222	1902
SPATA21	33	134	43	42	3	27	4	4	3	3	5	2	46
SPATA24	440	657	276	226	9	107	8	12	2	14	12	5	292
SPATA25	142	169	89	60	14	46	11	9	18	3	9	14	95
TCP10L2	24	30	21	15	0	16	0	0	0	0	0	0	18
C7orf49	112	229	175	218	143	247	135	159	116	249	175	182	218
C2orf70	80	214	64	90	0	34	2	1	0	2	3	1	48
C2orf71	22	38	13	10	1	11	1	0	1	2	2	2	12
C2orf72	24	62	28	69	27	65	27	28	69	73	59	40	25
C2orf73	324	448	397	314	4	188	1	1	2	5	0	0	421
PCP4L1	10	32	23	65	39	39	26	66	41	25	38	43	22
C2orf76	31	53	37	46	15	37	25	30	11	27	27	32	44
C2orf78	123	459	311	250	1	187	1	2	4	2	1	2	336
OR52E6	0	1	0	0	0	3	0	1	0	0	0	0	0
OR52E4	0	1	3	0	0	2	0	0	0	0	0	0	0
OR52E2	0	1	0	0	0	0	0	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0	0	0	0	0	0	0	0
CYC1	205	575	446	410	240	487	333	322	282	554	432	403	422
SPATA2L	80	76	97	87	51	63	33	37	33	86	43	62	91
CYP39A1	42	76	86	98	102	94	149	116	66	210	151	91	112
SCAMP4	227	582	681	670	479	774	523	410	429	776	563	597	659
SCAMP5	381	493	496	546	588	547	691	687	483	979	730	789	493
SCAMP2	371	670	399	448	273	393	300	271	195	498	385	389	467
SCAMP3	279	368	355	356	252	372	297	262	253	467	391	366	386
SCAMP1	194	303	492	475	485	427	616	591	330	1016	718	521	579
RTL1	4	9	12	14	5	7	2	1	1	5	7	4	14
TSPAN2	15	11	14	40	13	42	13	48	30	22	13	16	28
TSPAN3	1242	1308	1749	1960	1577	2086	1811	1729	1180	2503	1952	1893	1854
TSPAN1	214	688	163	161	2	47	2	4	0	4	7	3	192
TSPAN6	611	1067	404	773	389	564	382	624	413	571	460	397	427
TSPAN7	49	52	82	123	93	274	55	162	179	85	71	98	76
TSPAN4	118	244	176	261	133	353	87	126	145	132	177	236	163
TSPAN5	204	348	433	631	798	411	595	464	402	1110	916	897	460
TSPAN8	30	23	15	38	35	25	22	27	13	15	24	36	12
TSPAN9	134	215	187	340	314	506	195	338	389	379	262	295	172
ZNF444	320	494	522	441	289	493	323	318	257	465	351	370	439
ZNF445	146	329	477	457	451	520	402	588	390	622	582	488	514
ZNF446	245	363	358	290	103	397	132	165	146	167	178	132	383
ZNF440	98	240	148	153	59	153	69	86	85	115	100	66	188
ZNF441	55	83	172	136	134	182	251	188	158	241	234	150	178
ZNF442	12	19	23	20	22	30	20	26	26	32	27	22	33
ZNF443	19	36	38	43	12	46	9	14	14	16	10	24	36
L3MBTL1	111	249	306	229	251	324	264	317	192	299	260	186	285
L3MBTL3	145	228	207	234	97	216	197	110	131	335	297	165	228
L3MBTL2	380	630	534	479	217	545	214	264	223	334	238	211	580
L3MBTL4	231	363	417	330	253	311	348	299	222	476	459	365	420
SERAC1	174	359	261	227	77	200	64	79	107	111	98	117	313
CINP	251	401	250	212	72	203	98	117	90	185	138	123	231
RASD2	6	11	22	25	22	37	8	17	23	18	16	22	18
RASD1	233	672	601	1465	782	1400	1295	2315	1954	2037	1138	1016	608
PSENEN	1067	1297	771	614	190	830	215	206	175	342	250	265	787
TRABD	297	550	445	502	234	611	181	261	207	312	286	297	428
FAM175A	146	326	289	208	74	317	51	60	66	84	84	55	318
THBS4	164	217	307	401	690	449	288	417	362	353	231	334	347
THBS2	79	79	126	163	180	245	72	222	210	244	141	125	92
THBS3	349	722	597	459	226	746	184	261	208	206	291	288	590
THBS1	34	90	112	111	34	131	35	248	44	54	48	53	117
MYL10	4	0	1	2	0	7	1	2	1	1	1	0	1
DSTN	1065	1011	1353	1915	1031	1916	1183	1680	1368	2216	1366	1659	1594
AP1G1	889	1938	2002	1662	946	1736	1069	1041	773	1517	1230	1027	2143
AP1G2	148	303	290	448	565	447	510	600	386	437	562	525	285
BUD31	492	449	343	313	99	327	103	142	86	156	168	141	344
OR5M8	0	1	1	0	0	0	0	0	0	0	0	0	1
OR5M9	0	1	0	0	0	0	0	0	0	0	0	0	0
RPE65	6	4	1	0	0	3	0	1	0	0	3	0	1
OR5M1	0	0	0	0	0	0	0	0	0	0	0	0	0
XKRY	0	0	0	0	0	0	0	0	0	0	0	0	0
XKRX	6	9	10	6	7	10	5	3	2	4	4	5	9
ZNF385D	151	379	111	121	2	80	4	4	4	5	8	5	106
GRAP	89	98	62	85	18	51	14	21	18	7	9	17	75
NPVF	0	1	0	0	0	0	0	0	0	0	0	0	1
GOLM1	424	576	548	649	404	627	370	470	352	524	451	426	555
XKR5	4	10	3	5	7	13	4	5	3	3	3	3	6
XKR4	2	7	3	10	8	3	7	8	1	10	4	8	2
XKR7	2	16	10	3	1	5	1	0	1	0	3	1	12
XKR6	19	58	47	32	17	44	17	16	14	35	14	22	51
XKR3	129	263	96	83	1	49	0	0	0	0	2	0	95
XKR9	91	146	139	120	0	142	2	6	2	30	19	2	179
XKR8	51	81	114	127	132	127	85	107	72	166	133	125	117
HSP90AA1	11821	14400	11485	10022	1855	11883	1528	4375	1750	4349	2425	2281	12497
RNF169	64	216	206	146	106	249	72	110	94	135	105	76	217
PALD1	105	213	294	292	242	368	290	379	387	532	395	244	320
THNSL1	157	268	213	195	69	178	69	79	52	108	93	95	254
NNAT	50	73	55	48	17	52	12	15	6	11	17	14	65
RAB37	68	126	64	47	20	80	3	12	12	8	19	13	69
RAB36	100	293	220	187	71	241	63	78	56	72	68	72	284
RAB35	145	371	368	428	357	465	372	366	312	562	450	443	400
RAB34	76	77	47	167	121	179	84	143	138	120	134	199	62
HJURP	205	486	257	251	3	351	2	1	3	6	4	2	313
RAB32	467	507	309	359	256	347	184	192	123	302	207	285	319
RAB31	736	1309	2356	2231	2558	1622	2683	3731	2154	5426	3966	2973	2486
RAB30	5	13	29	34	35	35	31	31	20	72	42	25	39
RAB38	37	38	38	37	10	65	8	28	7	54	28	24	36
DOK2	20	25	12	35	22	55	7	25	16	9	19	27	24
DOK3	50	180	184	154	66	240	43	38	34	54	38	107	161
DOK1	60	61	53	80	105	106	87	81	59	103	87	102	68
DOK6	23	49	39	51	15	42	23	38	48	63	32	21	29
DOK7	71	105	170	143	161	94	178	230	225	413	332	222	171
DOK4	136	147	206	250	202	269	133	204	180	293	218	206	226
DOK5	12	17	17	31	6	18	12	12	6	22	7	8	19
YPEL5	2088	2773	1943	1801	664	1941	875	996	689	1342	1191	971	2040
RAB3D	44	92	73	93	53	150	15	42	47	44	32	62	85
RAB3C	10	9	6	11	3	10	1	1	1	1	5	2	7
RAB3B	12	44	45	43	4	41	6	7	10	13	9	3	50
RAB3A	17	29	20	27	18	18	6	12	19	25	23	12	18
ARMC9	115	289	223	164	88	175	86	92	66	107	144	116	212
ARMC6	357	786	511	475	136	533	154	149	151	271	243	188	503
ARMC7	119	144	92	80	64	98	52	59	56	98	68	70	76
LRG1	0	1	2	3	2	4	1	1	5	3	3	0	2
ARMC5	251	289	350	307	157	359	150	198	163	202	242	221	354
ARMC2	363	744	333	363	47	262	43	42	32	43	51	53	359
ARMC3	577	983	455	469	3	231	4	1	1	0	3	1	530
ARMC1	139	251	239	244	173	326	224	245	142	268	275	271	299
YPEL3	160	236	161	306	124	314	138	143	167	206	201	188	152
PDCD6IP	854	1628	1843	1662	1401	1886	1358	1774	1164	1932	1662	1443	2009
GDNF	7	19	22	22	0	20	2	4	12	13	2	0	14
ACTL6B	8	14	5	7	0	15	0	0	0	0	0	0	7
EIF5	2844	3969	3761	2743	1135	3563	1398	1557	960	2372	2071	1502	4125
WNT16	1	6	4	1	0	3	0	0	1	0	0	0	4
OR4A5	0	0	1	0	0	0	0	0	0	0	0	0	0
RANGRF	301	408	180	197	50	231	56	62	40	75	63	72	186
HSPA2	3147	6833	4447	3065	81	4801	73	73	73	63	98	68	4469
HSPA6	20	12	10	31	13	23	6	17	12	176	7	6	16
HSPA5	3981	5469	5138	4198	3041	5981	3952	3725	2406	6604	4357	3849	5500
HSPA4	1446	1728	1782	1451	634	1509	798	779	463	1410	1087	845	1810
HSPA9	1090	1325	1983	1681	1384	1759	1995	1867	1256	3122	2558	2034	2151
HSPA8	4533	6333	7212	7142	4883	7205	4253	5554	3472	8663	6907	5265	7780
LIFR	375	506	728	754	421	1006	626	646	605	813	727	630	842
KIAA0907	379	649	696	685	720	779	977	1074	844	975	1099	879	844
WDR96	1024	1507	1108	755	5	693	6	6	6	5	9	11	1189
PPP2R2D	201	356	328	325	258	339	276	236	201	408	337	365	345
PPP2R2A	370	615	616	651	475	731	539	652	409	804	681	602	653
PPP2R2C	111	184	137	93	54	119	26	56	18	48	45	64	120
PPP2R2B	185	386	101	136	2	40	5	5	3	1	2	2	111
CEP89	72	139	87	78	54	112	36	57	26	49	45	47	93
GC	1	3	0	1	0	0	0	2	0	0	2	0	0
GK	5	21	17	21	7	14	6	10	9	0	13	17	18
NTHL1	122	114	81	106	44	125	44	43	30	37	60	71	68
TTK	540	684	582	414	7	506	5	9	3	9	8	5	661
MYPN	30	55	61	22	39	41	24	10	41	53	42	11	74
TTN	160	707	610	339	244	377	237	305	323	525	318	211	644
TTL	128	210	175	250	146	265	99	184	118	150	132	167	183
SFT2D3	114	202	169	215	146	196	198	143	135	322	224	178	201
SFT2D2	108	195	69	84	18	40	18	16	13	24	28	17	91
SFT2D1	169	161	157	160	97	204	126	129	82	187	167	146	168
DAP3	530	597	774	810	674	771	1050	1021	542	1416	1044	964	850
TOP1	203	431	572	479	454	545	507	510	323	843	656	543	644
TMEM190	147	196	81	107	0	24	1	2	0	2	0	0	73
TMEM192	124	230	303	256	211	250	262	217	184	430	384	299	317
TMEM196	2	0	0	0	1	0	0	2	0	0	1	1	1
TMEM198	81	137	126	161	103	184	133	127	97	162	153	151	148
TMEM199	123	206	213	189	118	254	129	130	89	189	193	145	244
FOXC2	7	36	25	36	15	44	11	26	14	23	6	32	28
FOXC1	45	65	99	163	92	228	68	233	120	94	109	92	99
SHROOM3	25	105	74	49	7	53	4	13	1	3	6	7	65
SHROOM2	56	178	218	432	364	327	367	433	529	714	464	302	215
SHROOM1	25	67	43	74	57	76	35	54	33	38	44	70	52
MIOX	2	7	1	5	0	4	0	0	0	0	0	0	0
TAZ	40	65	74	150	173	205	158	180	151	182	206	210	114
SHROOM4	21	32	61	69	53	180	53	116	146	70	69	56	63
MIOS	333	448	430	346	126	363	125	135	107	193	159	157	498
PELI1	193	400	532	454	406	467	503	585	308	731	608	417	584
PELI3	92	260	114	138	46	177	28	37	76	63	51	58	121
PELI2	309	528	559	644	124	604	113	137	177	174	173	125	624
MYEOV	3	2	3	7	1	1	2	4	0	0	2	1	4
LDHAL6B	1005	904	452	578	0	966	1	2	1	0	5	3	489
SRPK1	1236	2481	1644	1285	207	1351	166	213	185	176	274	169	1799
SRPK3	9	7	13	15	27	21	14	23	21	20	16	18	19
SRPK2	1633	3715	2524	2288	1162	1808	1457	1302	743	2106	1862	1268	2876
BDKRB1	21	51	30	26	2	42	2	2	1	1	1	1	20
BDKRB2	4	8	4	19	19	37	4	18	28	9	20	21	5
PCDHGA10	4	14	15	14	23	8	20	23	9	68	43	16	18
RDH8	17	56	32	13	0	11	2	1	0	0	0	0	28
RDH5	3	13	7	10	18	14	18	16	11	21	16	18	8
UXS1	483	588	563	616	167	766	177	237	159	234	295	184	579
RPN1	1587	2316	2582	2144	1402	2504	1520	1426	1085	2272	1956	1699	2587
RPN2	1389	2386	2884	2173	1197	2915	1404	1365	992	2350	1592	1660	2994
SLC48A1	104	258	215	284	223	473	236	237	200	307	297	313	189
CYP4F8	1	2	3	0	0	1	0	1	0	0	0	0	3
PES1	607	811	818	656	360	730	687	615	493	968	869	718	809
NOSTRIN	187	136	239	301	255	320	313	408	304	406	361	361	292
CYP4F2	6	16	8	9	0	4	0	0	0	0	1	1	5
CYP4F3	0	2	18	1	4	2	8	9	3	3	10	0	15
ASB2	30	61	33	44	3	23	0	10	8	6	3	7	31
ASB3	30	40	36	39	26	36	15	21	36	22	27	30	44
ASB1	376	677	644	596	422	657	359	497	404	639	452	431	661
ASB6	260	462	614	620	567	616	635	647	499	914	710	722	611
ASB7	171	291	373	286	148	328	127	166	109	224	191	166	436
ASB4	6	15	5	3	3	1	5	0	4	2	1	0	5
ASB5	22	111	16	13	2	3	0	0	2	0	0	0	16
ASB8	198	341	373	396	259	384	287	309	295	488	342	344	408
ASB9	324	473	527	540	200	534	435	445	343	622	542	321	565
SAG	23	91	10	7	0	13	1	0	0	1	0	3	9
ATP5SL	147	252	247	237	158	248	183	211	212	350	230	254	207
TMEM48	255	347	355	327	107	388	129	143	96	285	196	157	421
TMEM44	51	84	63	119	116	113	62	83	65	60	51	77	71
TMEM47	51	72	95	297	247	356	129	266	290	254	183	269	92
TMEM40	6	3	2	5	4	4	1	3	1	7	9	3	6
TMEM43	231	380	495	765	822	803	749	862	649	1012	996	924	580
TMEM42	273	310	268	250	139	269	188	175	136	244	234	200	256
MBTD1	678	1150	1391	912	229	1204	296	322	184	356	390	286	1525
NHLH1	2	13	8	13	9	10	12	21	7	18	12	4	15
ZNF600	27	60	48	43	40	77	22	49	23	41	42	41	44
ZNF606	153	188	279	228	130	265	113	142	115	179	151	128	281
ZNF607	154	341	308	196	104	223	76	103	80	85	91	81	279
ZNF605	60	120	217	220	297	192	286	305	249	380	340	253	215
TREX2	13	26	16	16	4	16	1	8	5	3	4	10	15
ITIH5	159	266	564	807	1034	754	1517	1783	1164	2967	1689	917	617
ZNF608	242	484	619	393	173	519	225	176	91	268	204	176	640
TREX1	117	170	125	156	66	221	63	72	69	80	63	88	130
PIRT	3	3	4	1	15	1	12	8	4	3	3	4	3
GCA	230	262	288	290	206	284	287	214	103	359	292	231	331
OR1C1	13	52	18	17	0	16	0	1	0	0	1	0	15
GCG	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H12	0	0	0	0	0	0	0	0	0	0	0	0	0
GCK	14	13	17	13	1	16	0	3	4	5	2	0	13
PROZ	16	35	27	31	3	39	0	1	2	0	0	2	27
AZGP1	159	252	496	311	148	234	311	229	272	508	322	291	457
GPR111	6	13	20	11	42	32	26	46	43	24	11	11	18
PROC	1	1	1	1	0	3	2	1	1	1	0	0	0
NUTF2	357	448	529	524	409	670	531	503	354	729	525	529	565
CYLC1	417	1079	257	241	2	194	4	1	1	2	6	2	269
CYLC2	615	1720	590	710	0	215	6	3	1	3	6	1	626
RASGRP1	32	64	88	102	98	72	102	83	47	110	81	102	107
SNRPA1	74	104	80	54	35	78	64	74	36	108	68	61	93
PRPF40A	744	1248	1206	973	679	1172	1003	956	545	1333	1168	846	1416
ENKUR	69	155	76	58	2	60	2	0	4	1	4	6	82
CHPT1	680	1368	741	682	136	734	191	121	92	265	291	132	773
C4B_2	0	0	0	0	0	0	0	0	0	0	0	0	0
GPCPD1	399	489	584	579	550	663	507	499	480	766	601	563	558
SEPHS2	245	343	370	347	310	386	392	400	278	533	491	478	422
SEPHS1	277	300	428	425	253	544	266	276	198	338	337	345	409
RPS4X	1236	1229	1562	2337	2675	2075	2738	2890	2704	3979	3999	3002	1722
SLMO2	261	283	359	300	204	410	250	298	182	394	286	275	380
SLMO1	7	21	17	54	30	26	19	23	55	42	28	45	24
DLST	450	822	917	882	669	846	817	819	654	1251	1021	855	962
IL1F10	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC200726	2	5	5	3	0	0	0	0	0	0	0	0	2
SDCBP2	0	2	1	0	0	2	0	0	0	1	2	0	4
ZNF559-ZNF177	1	3	8	1	4	3	8	6	4	3	6	0	6
SNAPIN	164	202	242	263	191	324	195	211	163	372	290	265	235
VASN	265	440	618	737	738	603	980	899	842	1809	1374	1114	621
NBPF16	0	0	1	0	1	0	10	0	0	2	2	2	1
NBPF15	1	0	9	6	3	4	1	3	6	10	8	4	7
NBPF14	16	20	65	18	76	51	69	155	101	197	122	115	82
NBPF11	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF10	8	30	43	28	30	27	34	35	31	58	45	44	49
VASP	203	287	353	317	304	412	335	356	272	466	462	416	358
PAPOLG	185	288	297	244	99	385	61	104	85	105	94	98	355
PAPOLA	1402	2363	2690	2238	1351	2656	1494	1622	1120	2084	1871	1570	2880
PAPOLB	635	1572	1156	749	16	550	28	34	20	38	28	22	1347
LYPLAL1	191	188	194	179	155	215	156	158	105	169	163	193	208
