gene	TS001	TS002	TS003	TS004	TS005	TS007	TS008	TS009	TS010	TS011	TS012
SYCP1	667	766	1017	465	4	4	1	5	1	3	3
SLC22A18	97	147	69	89	46	87	38	32	80	75	67
SLC22A16	394	337	219	203	2	3	4	1	5	3	2
SLC22A17	163	248	395	850	921	926	1335	736	1763	1715	851
SLC22A14	94	356	152	105	5	10	18	9	17	13	18
SLC22A15	20	35	49	49	53	80	65	38	69	52	48
SLC22A12	1	1	3	4	2	4	4	1	3	2	1
SLC22A13	2	4	9	2	7	22	14	8	19	12	20
SLC22A10	0	4	0	0	1	1	1	0	0	0	0
SLC22A11	0	2	1	5	5	6	14	4	3	7	6
NSMCE1	824	857	437	386	128	163	124	110	219	154	159
NSMCE2	111	137	98	111	72	62	71	55	104	85	76
SERGEF	136	142	73	86	27	13	33	48	37	29	44
SCARA3	25	181	88	202	142	219	206	134	178	412	392
SCARA5	110	229	91	357	550	73	215	217	409	432	831
ARHGDIG	15	22	24	24	0	0	2	3	3	2	1
ARHGDIB	59	78	53	200	223	94	206	301	219	147	184
ARHGDIA	708	1461	1344	1430	1106	1399	1354	1128	1946	1696	1568
USH1C	4	11	16	10	0	0	1	0	1	0	0
USH1G	49	92	48	54	1	2	3	3	3	9	1
TOP1MT	283	516	442	371	41	28	51	39	54	50	66
TANC1	82	94	228	401	382	203	191	164	244	325	300
TANC2	448	1286	1854	1374	1335	1640	1396	978	2041	1586	1064
CES1	26	65	18	52	21	5	44	56	20	8	26
CES3	5	32	36	35	43	48	45	31	35	43	40
CES2	226	515	540	416	331	388	363	268	513	394	463
KBTBD13	11	54	33	16	7	4	8	5	6	5	10
KBTBD12	35	74	52	31	2	0	8	6	3	2	3
KBTBD11	81	137	120	139	62	42	63	69	66	54	66
FFAR2	0	1	0	0	0	0	1	2	0	2	0
FFAR3	0	0	1	0	0	0	1	0	0	0	0
KDM8	32	62	107	98	45	63	54	59	75	68	63
FFAR1	1	2	7	1	9	4	3	4	2	1	3
MDP1	9	14	6	11	6	8	10	5	9	5	12
ZNF90	5	9	33	31	14	24	15	10	17	20	25
ZNF92	97	137	161	111	66	80	68	96	103	84	77
ZNF93	40	123	85	75	22	32	36	29	29	23	26
ZNF98	4	13	22	11	3	10	11	8	15	8	4
ZNF99	51	96	121	49	2	6	2	4	1	1	2
SAC3D1	721	696	375	329	30	20	33	29	33	40	44
RAET1E	4	5	7	7	0	0	0	1	0	3	1
RAET1G	0	3	4	2	2	3	2	0	4	12	7
TBX21	13	15	16	8	0	3	0	2	0	1	2
FAM3A	135	168	166	218	211	291	211	212	320	310	380
FAM3C	85	111	127	167	97	146	155	86	177	164	150
FAM3D	2	6	4	5	1	0	0	0	0	0	0
RAET1L	0	0	1	1	0	0	0	0	0	1	0
PRB1	2	1	0	1	2	4	3	0	3	2	1
FAM153A	4	23	15	8	1	2	1	5	10	10	2
FAM153B	2	16	20	7	0	10	20	14	23	13	2
RNPEPL1	232	314	283	358	329	277	277	221	365	364	374
ATPAF2	144	226	167	144	41	75	71	61	102	61	76
ERBB3	41	97	95	75	19	22	47	12	20	32	31
ATPAF1	477	696	596	529	350	378	390	290	710	514	451
SHC1	178	388	537	898	796	768	899	881	1204	829	1021
SHC2	354	361	251	517	337	326	286	190	665	305	327
SHC3	10	16	16	25	14	13	16	13	11	7	11
FPR1	13	33	11	22	17	9	31	3	5	8	5
FPR2	4	18	7	10	2	0	0	0	1	1	1
FPR3	8	13	66	52	57	71	46	28	31	87	59
SMPDL3B	3	17	14	10	25	10	10	9	31	9	7
VIMP	1037	1107	928	883	453	657	590	447	929	706	737
SMPDL3A	21	23	54	58	42	34	44	55	82	56	45
TRANK1	47	121	106	358	221	115	205	261	184	257	214
ZCWPW2	90	126	95	60	2	5	4	6	10	7	8
ZCWPW1	842	1394	1300	869	39	34	53	41	39	58	52
CDC16	590	693	823	817	342	461	460	369	613	538	465
AHNAK	826	2366	1412	5542	5987	2470	5763	6090	5067	4729	6382
FRMD8	184	599	832	682	618	841	885	642	1126	1139	908
IMMP1L	62	39	40	25	10	16	16	12	24	21	18
FRMD5	44	110	86	90	63	68	45	24	98	67	64
FRMD6	486	872	890	775	318	385	380	341	714	510	468
FRMD7	1	2	3	4	1	1	0	2	1	0	2
FRMD1	87	287	235	138	5	1	7	2	3	3	9
PKNOX2	32	158	85	138	110	126	68	137	160	84	150
FRMD3	101	206	116	97	36	49	64	81	66	111	63
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0	0	0	0
MED13L	317	1308	1368	1102	616	591	669	640	1071	968	609
CYP26C1	1	11	5	2	0	0	0	1	1	0	1
DPF2	459	1051	1001	813	412	413	478	350	650	565	555
DPF3	62	168	79	86	18	20	45	33	27	23	23
DPF1	35	67	48	41	22	36	39	20	13	26	24
VPS45	201	311	334	362	215	290	290	211	328	354	295
VPS41	218	307	472	471	375	520	498	294	743	582	445
BCAP29	1239	1531	1431	1367	636	722	833	610	1274	847	745
ECT2L	9	24	22	19	7	21	16	7	10	11	22
TAS2R30	0	1	3	1	1	0	0	1	1	0	1
TAS2R31	3	1	12	7	2	20	20	10	17	11	15
TAS2R38	0	0	1	0	0	0	0	1	1	0	0
TAS2R39	0	0	0	0	0	0	0	1	0	0	0
RPL36A	8	19	29	26	45	66	84	39	46	82	45
VPS4A	648	1031	788	793	489	639	573	513	790	632	697
VPS4B	289	374	379	351	272	302	326	228	485	429	344
GMEB2	382	738	625	510	141	123	173	150	258	206	193
GMEB1	83	193	166	94	41	50	41	38	60	72	36
RRP36	153	221	194	197	119	176	180	138	303	211	193
SZRD1	378	814	872	892	760	830	834	747	1407	1199	1055
OR1F1	5	7	6	2	0	0	0	0	0	0	0
PPP1R15A	301	396	776	864	499	562	3652	1105	2427	1140	672
PPP1R15B	311	551	741	709	577	465	804	427	858	743	507
BLMH	380	360	505	539	248	222	304	226	381	396	285
SPDYE5	6	27	20	8	3	2	2	1	2	3	5
ST8SIA3	42	66	67	54	2	40	10	9	32	8	4
SPDYE6	8	32	8	10	1	2	4	2	2	1	2
SPDYE1	22	49	41	26	4	4	2	2	2	1	0
SPDYE3	15	31	39	17	9	7	14	3	10	21	8
SPDYE2	0	0	0	0	0	0	0	0	0	0	0
KLF13	190	621	789	882	682	496	647	697	931	965	688
KLF12	70	128	145	287	169	102	188	200	172	160	141
KLF11	585	1452	1172	1070	144	70	198	225	178	178	175
EBAG9	265	457	344	300	164	172	168	115	269	184	182
KLF17	168	423	181	128	3	1	0	1	4	1	1
KLF16	229	281	365	296	133	194	232	177	287	248	201
KLF15	51	123	203	174	139	228	151	205	286	303	227
KLF14	18	32	20	11	14	18	6	3	18	21	6
TNFSF12-TNFSF13	0	0	0	0	0	0	0	0	0	0	0
KRTDAP	18	19	13	10	0	0	0	0	0	0	0
GBE1	107	180	188	241	214	287	198	122	332	299	245
FAM69B	184	391	293	291	73	89	112	120	100	74	120
FAM69A	103	145	261	273	340	320	373	248	550	594	311
TENC1	148	477	371	1112	696	548	804	1147	831	859	953
CXorf40A	26	57	32	31	34	24	34	25	31	34	36
CXorf40B	82	88	132	113	78	94	117	102	129	112	75
NDUFS3	439	480	371	421	223	273	266	235	434	343	309
NDUFS4	198	243	195	207	153	201	183	125	307	225	220
NDUFS5	428	361	347	515	304	566	417	470	836	497	629
NDUFS6	531	460	256	281	109	142	98	110	133	107	122
NDUFS7	573	570	375	272	128	137	113	142	216	142	164
NDUFS8	567	504	350	352	194	216	198	202	297	245	212
FAM198A	56	97	83	118	72	35	104	132	109	61	80
FAM198B	148	155	300	553	543	384	706	660	978	671	588
ZRANB1	809	1316	1276	1134	652	631	652	555	878	829	681
ZRANB3	55	214	148	127	50	52	63	33	76	102	64
ZRANB2	1004	1227	1708	1443	1198	1537	1834	1113	1812	1898	1562
SVEP1	35	71	129	113	76	67	101	71	125	104	78
ATP9B	222	498	425	308	152	177	157	152	247	153	166
ATP9A	560	1435	2293	2222	1775	2571	2283	1935	3991	2383	2312
MICAL1	276	753	416	704	391	222	466	304	247	258	507
MICAL3	771	1992	2388	1750	1272	1416	1512	1574	2280	1302	1618
GRXCR1	3	1	8	1	0	0	0	0	0	0	0
GRXCR2	6	8	4	4	0	0	0	1	0	0	0
FAM218A	53	57	116	96	48	139	159	93	166	103	95
ALS2CR11	740	1886	890	653	23	14	22	10	19	14	15
ZNF844	38	106	154	119	144	131	114	84	188	183	83
ZNF845	25	69	71	64	36	18	30	22	37	29	31
CLTA	925	1034	777	710	371	366	432	397	576	497	568
CLTC	1490	2022	3467	2761	2649	2894	2605	2013	4747	3804	2990
CLTB	330	329	469	365	314	436	412	350	691	485	501
TMEM59L	30	47	68	61	53	80	33	14	87	38	68
FLG	6	22	59	32	72	64	47	29	96	54	39
BTBD11	12	14	19	28	8	9	15	32	47	47	12
PCOLCE	133	275	148	439	276	172	310	192	213	337	366
ISCA1	212	319	280	362	211	243	268	185	399	292	287
ISCA2	154	198	211	154	94	107	89	73	155	128	119
CD300E	3	3	4	4	4	1	6	6	3	2	7
MALSU1	231	221	198	188	64	69	86	52	106	119	79
HHEX	19	36	23	60	19	7	24	22	13	16	31
H2BFWT	9	8	1	1	0	0	0	0	0	0	0
ACTRT1	38	117	14	25	0	0	0	0	0	0	0
ACTRT2	1462	2828	1260	1200	1	4	4	3	2	15	3
ACTRT3	1016	1534	770	712	22	26	33	21	54	46	24
PITPNM1	160	298	291	288	90	27	54	38	38	22	49
NKX3-2	14	24	10	18	1	2	1	0	2	0	0
NKX3-1	494	683	1353	992	1251	1413	1390	791	2342	1783	1478
PITPNM2	217	782	912	933	734	992	932	932	1424	1017	900
CPED1	38	58	99	258	194	159	264	250	246	144	169
ZNF597	42	116	109	60	37	33	67	34	87	52	32
ZNF594	65	147	221	163	215	261	234	166	288	234	156
CPNE9	10	19	8	7	1	0	1	0	1	0	1
CPNE8	54	108	64	94	33	21	47	32	35	31	44
CPNE3	123	212	321	457	519	395	505	395	667	636	506
CPNE2	109	346	290	303	41	40	96	84	49	53	62
CPNE1	282	320	374	519	404	360	436	377	660	481	366
CPNE7	57	102	79	80	5	4	17	31	12	14	8
CPNE6	4	14	1	4	0	1	3	1	1	0	0
CPNE5	216	374	801	855	1188	1492	1604	1385	1989	1716	1426
CPNE4	13	22	37	65	61	29	90	61	76	30	55
DNMT3B	64	214	348	338	336	348	385	395	409	342	417
DNMT3A	82	197	312	265	356	328	433	270	450	404	273
XRN2	282	662	617	601	260	341	363	260	503	440	400
DNMT3L	1	4	5	0	1	0	0	1	0	0	1
AAK1	170	547	517	451	216	239	247	166	325	238	229
SNRPN	2	5	6	13	22	9	20	10	32	13	14
PVRIG	25	40	26	21	16	27	13	15	20	22	24
SNRPB	773	997	816	775	469	571	452	331	667	671	641
SNRPC	833	826	544	436	135	220	202	170	334	285	230
SNRPA	332	548	515	410	193	231	229	188	320	284	300
SNRPF	209	177	196	210	108	116	110	64	148	127	120
SNRPG	74	63	59	69	37	43	42	25	56	49	61
SNRPE	129	87	141	116	78	94	96	71	133	127	113
RGS9BP	7	23	17	5	0	0	3	1	0	5	1
ZDHHC15	18	24	37	51	66	92	75	49	105	90	103
ZDHHC14	246	263	430	398	324	479	457	395	702	484	507
ZDHHC17	356	491	812	774	648	712	791	598	907	779	576
ZDHHC16	187	354	352	317	271	380	308	232	501	366	368
ZDHHC11	58	123	97	90	20	20	18	14	26	14	30
ZDHHC13	211	328	222	197	42	56	59	35	60	54	57
ZDHHC12	175	307	160	187	95	85	79	56	148	138	129
PRKAG1	364	592	430	433	249	316	282	222	461	369	325
PRKAG3	2	4	2	0	2	3	0	2	2	1	2
PRKAG2	249	353	330	318	30	28	42	50	41	30	52
ZDHHC19	430	918	370	342	47	30	49	57	29	54	92
ZDHHC18	137	293	231	263	149	146	153	114	170	215	150
NCAN	38	97	102	75	1	0	1	1	1	0	0
ESPL1	216	701	500	384	9	2	10	2	5	9	6
ISM2	35	79	55	44	10	21	19	21	36	23	19
ISM1	2	5	2	2	0	0	2	1	0	0	1
DDX49	330	504	397	316	124	218	222	172	318	257	224
DDX41	312	588	625	549	362	479	447	386	651	563	494
ZNF175	159	242	208	204	128	176	128	117	249	189	156
DDX43	384	430	361	263	7	3	5	2	7	3	5
DDX42	1085	1845	2338	2187	1645	2142	2157	1516	2847	2323	2204
PTER	17	40	35	35	58	52	48	21	64	27	49
DDX47	293	305	516	479	422	577	545	453	944	755	613
DDX46	483	664	692	626	357	358	422	284	486	507	398
PTEN	600	1051	725	817	417	413	421	389	475	377	481
ELAVL4	57	184	53	60	0	0	0	0	0	1	0
ELAVL1	972	1485	1604	1309	751	871	928	622	1458	1170	878
ELAVL2	537	1080	1105	953	5	3	6	11	7	3	6
ELAVL3	12	48	44	36	1	2	2	0	4	0	4
LSM14B	737	1277	1192	1151	465	611	652	443	809	813	644
LSM14A	811	1338	1514	1414	790	918	1011	801	1525	1136	1050
LOC388849	152	204	80	76	8	12	15	12	11	24	21
DNAI1	509	1110	561	437	5	11	2	1	5	9	7
DNAI2	321	1082	429	296	4	7	14	9	4	18	7
STX10	73	106	111	145	114	87	105	88	105	122	128
NFIL3	269	288	359	401	229	269	374	250	517	362	256
REG3G	256	326	251	309	56	71	30	38	50	22	35
REG3A	2	1	1	1	0	0	0	0	0	0	0
FRAS1	65	128	139	83	4	6	13	3	4	7	7
SULT4A1	154	260	301	217	95	169	100	88	172	94	96
SPSB3	312	471	595	580	463	497	496	415	505	629	643
SPSB2	138	164	108	70	33	34	31	26	39	27	35
SPSB1	103	238	292	274	168	200	284	274	378	352	255
HINT1	925	1211	790	826	398	479	491	381	504	717	649
HINT2	151	143	139	122	86	101	82	74	165	122	104
HINT3	322	464	473	370	161	258	275	168	372	329	303
OR2A1	0	0	0	0	0	0	0	0	0	0	0
OR2A2	0	0	0	0	0	0	0	1	0	0	0
OR2A5	0	1	0	0	0	0	0	0	0	0	0
OR2A4	0	0	1	0	0	0	0	0	0	0	0
OR2A7	0	1	0	0	0	0	0	0	0	4	0
PTTG1	1028	1192	483	443	13	12	13	12	12	14	10
PTTG2	106	126	48	52	1	1	1	2	3	3	1
C20orf203	6	29	33	41	46	22	37	16	30	25	34
C20orf202	7	19	9	8	3	5	11	3	9	4	7
C20orf201	127	239	63	54	2	1	1	0	0	0	0
EFHB	234	639	187	236	4	9	11	4	12	12	16
COL10A1	2	6	11	5	5	2	7	2	4	8	9
RS1	4	0	1	6	1	2	2	1	4	3	2
ATP13A1	300	1020	1016	880	590	815	658	584	1240	995	933
ATP13A3	225	343	365	467	310	354	360	242	436	451	375
ATP13A2	209	402	346	277	160	128	102	84	127	149	136
ATP13A5	6	8	9	2	0	2	3	1	1	1	3
ATP13A4	5	13	7	8	4	6	4	3	4	5	3
PLEKHO2	135	240	245	460	660	482	732	590	910	768	729
PLEKHO1	2075	2783	1467	1470	106	70	145	107	71	103	133
E2F7	64	254	78	65	0	0	1	4	3	1	2
E2F6	82	134	137	152	97	86	103	75	164	131	104
E2F5	55	84	71	71	36	30	25	18	55	49	41
E2F4	394	802	763	700	370	452	487	402	690	552	477
E2F3	85	145	204	152	131	123	234	137	287	186	131
E2F2	174	423	195	158	4	3	3	20	5	16	6
E2F1	232	423	331	273	36	37	38	10	19	55	48
E2F8	30	69	49	35	0	0	2	2	0	0	1
EEF2	7037	18416	12777	12507	8171	8135	8429	8700	12687	10634	9909
RLBP1	11	11	7	9	1	2	0	2	6	3	5
IZUMO1	145	307	183	164	2	5	4	5	2	10	1
IZUMO2	187	273	174	124	0	0	1	1	0	3	0
IZUMO3	101	127	35	60	0	0	0	1	0	0	0
IZUMO4	2330	4410	1597	1200	18	23	28	17	17	25	25
PYCR2	406	637	507	555	267	288	293	218	443	447	413
PYCR1	164	378	231	189	36	10	28	15	13	30	29
CTBS	62	96	186	179	246	240	235	161	263	223	238
ZNF331	328	741	471	452	160	169	248	155	240	267	234
IL36A	0	0	0	0	1	0	0	0	0	1	0
IL36B	0	0	0	1	0	0	0	0	0	0	0
IL36G	1	2	0	0	0	0	1	0	0	0	0
IFITM3	696	1108	798	1699	1559	1950	1483	2046	1975	1364	2302
IFITM2	195	200	422	618	373	836	652	591	866	606	753
IFITM1	68	122	88	242	201	158	213	324	184	238	363
HPCAL1	671	798	1231	852	828	1181	961	813	2243	1444	1112
LIPE	627	1671	855	702	43	74	50	48	103	135	87
LIPG	250	352	403	315	271	343	581	340	607	670	331
LIPF	6	16	14	8	0	1	0	0	0	0	0
GAGE2D	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0
LIPK	0	1	1	0	0	0	0	1	0	0	0
LIPJ	26	84	35	29	0	1	0	2	1	0	1
LIPM	1	0	0	0	0	0	0	0	0	0	0
GAGE2A	0	1	42	0	0	0	0	0	0	0	0
GAGE2B	0	0	1	0	0	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0	0	0	0	0	0
TMEM229A	103	109	269	227	349	454	321	206	732	404	394
TMEM229B	100	173	465	455	826	1021	745	513	1447	1188	962
CD300LG	173	464	695	534	436	611	659	653	1232	601	462
CD300LF	6	6	4	10	6	2	8	1	3	2	4
CSMD1	146	311	224	158	19	15	17	24	9	107	11
RILP	43	40	84	72	54	82	103	85	127	86	117
HDX	30	40	63	49	66	92	81	50	124	79	79
ARFGAP2	651	1023	1019	989	589	726	658	627	975	891	844
ARFGAP3	940	1130	1047	779	275	273	345	210	336	371	320
C16orf3	1	5	8	6	4	6	15	4	4	3	2
C21orf7	46	68	53	87	179	80	165	120	94	84	128
C21orf2	414	643	458	520	333	424	341	302	527	528	506
U2AF1	364	491	364	352	173	208	202	130	242	230	226
U2AF2	809	1679	2008	1782	1414	1530	1623	1274	2159	1941	1804
OR10AD1	1	11	18	4	6	5	8	5	10	3	6
GPR162	8	14	8	39	62	29	48	28	44	56	86
GPR160	12	38	55	42	6	4	11	8	9	4	15
GPR161	40	100	77	169	129	47	110	127	78	88	112
ZZZ3	116	195	252	248	213	207	250	184	375	288	233
COX7A1	33	28	16	48	27	21	36	44	26	28	37
COX7A2	2770	2545	1466	1179	258	313	274	225	464	388	326
MTHFD2	272	397	368	361	124	173	249	161	235	155	196
MTHFD1	83	127	124	126	167	153	144	128	281	291	166
PRR20A	0	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0	0
IFI27L1	500	551	617	499	514	647	590	412	788	812	632
IFI27L2	99	57	117	132	127	169	154	157	212	226	217
C7orf10	26	50	25	20	6	6	4	3	8	9	11
SLX4	211	1178	898	674	160	127	158	126	159	125	130
AZI2	272	387	365	416	226	227	273	199	326	313	290
AZI1	405	719	466	442	89	56	99	77	101	124	93
ZNF431	67	112	276	238	375	337	489	382	628	651	295
ABRACL	171	168	299	305	418	556	443	270	615	414	419
ZNF433	416	896	355	392	85	120	115	84	121	104	71
ZNF432	60	170	146	109	47	69	77	62	61	65	58
ZNF439	91	187	134	184	143	199	201	124	259	223	207
ZNF438	153	389	215	238	104	93	123	111	136	112	108
RALGDS	111	271	285	441	376	278	369	318	436	437	529
TM6SF1	61	109	74	63	38	32	52	34	55	40	40
TM6SF2	2	3	3	8	3	1	4	6	1	1	6
RTCA	155	199	229	233	173	202	229	163	296	223	213
ACTL9	950	2091	824	696	2	2	3	1	1	8	2
ACTL8	130	243	136	154	6	18	13	14	24	14	11
SLC4A11	125	220	152	132	19	5	15	15	17	20	19
KIAA0232	468	739	1033	924	637	682	739	442	890	801	649
ICA1	483	848	418	408	32	78	84	46	70	79	50
AP1B1	700	1402	1115	1035	514	584	518	491	884	660	681
OR5H6	0	2	0	1	0	0	0	0	0	0	0
OR5H1	0	0	0	1	0	0	0	1	0	0	0
OR5H2	0	0	1	0	0	0	0	1	0	0	1
TXLNG	124	224	264	294	151	167	169	152	260	252	220
TXLNB	82	325	140	155	23	40	46	35	40	39	46
TXLNA	758	1812	1595	1508	822	891	979	794	1387	1040	1077
HRASLS5	1315	2467	1447	1226	380	491	444	316	816	562	432
HRASLS2	5	10	5	6	1	2	0	0	1	3	0
FAM170B	70	108	42	56	0	0	0	0	0	1	0
FAM170A	191	396	191	115	1	1	2	1	1	1	1
FEZ1	285	270	337	275	78	72	199	159	92	102	123
GTF3C3	243	413	498	334	166	219	243	146	282	261	208
FEZ2	323	317	482	630	590	694	813	534	1006	799	785
RAB4B	0	0	0	0	0	0	0	0	0	0	0
RAB4A	190	452	240	246	145	129	153	97	190	153	182
IL12RB1	2	5	1	4	6	0	3	2	2	3	5
IL12RB2	16	73	27	31	2	0	1	5	4	2	0
ATP6AP1	636	1083	1623	1716	1962	2781	2215	1790	3816	2426	2491
ATP6AP2	571	564	731	910	886	1055	1027	646	1331	1209	1123
OR4N2	7	16	5	5	0	0	2	0	0	0	0
PRY2	0	0	0	0	0	0	0	0	0	0	0
OR4N4	78	313	88	56	0	0	1	0	0	1	1
OR4N5	0	0	0	0	0	0	0	0	0	0	0
ACTL10	930	1934	654	471	8	7	5	6	4	6	7
ACOT8	107	194	152	169	119	166	138	116	225	177	164
ACOT9	60	69	114	138	230	151	217	140	222	187	197
ACOT6	5	6	7	10	14	11	29	9	21	15	11
ACOT7	437	521	476	376	56	70	60	56	83	89	60
ACOT4	27	60	60	53	33	29	30	19	70	37	31
ACOT2	41	95	159	122	121	231	183	130	397	221	232
H2BFM	12	26	18	8	0	1	0	1	0	0	0
ACOT1	3	9	37	19	41	50	79	46	128	45	59
RBBP9	88	145	229	208	187	194	200	129	282	239	232
RBBP8	460	760	610	442	59	72	69	36	132	94	105
RBBP7	1206	1298	2475	2446	2816	3338	2960	2002	4672	4029	3246
SECTM1	13	13	15	27	31	5	14	25	6	10	22
RBBP5	110	221	258	252	144	150	134	116	237	198	189
RBBP4	816	1299	1573	1361	885	997	1151	746	1424	1190	1071
RAB44	2	3	1	7	9	2	9	7	8	13	10
RAB42	1	16	8	6	0	0	0	1	0	0	1
RAB43	6	22	31	20	20	23	23	16	37	23	28
RAB41	25	55	23	29	1	1	1	1	3	8	2
C12orf4	183	291	281	252	131	111	119	97	155	125	124
C12orf5	117	236	227	161	60	54	55	60	78	52	50
ZFP28	146	269	335	268	186	160	219	165	181	181	153
NARS	473	654	908	783	585	790	828	506	1173	917	854
NARR	0	0	0	0	0	0	0	0	0	0	0
NARF	989	1426	868	771	185	158	246	194	219	197	221
GSPT2	431	642	613	532	584	606	494	347	915	762	633
GSPT1	1233	1790	1790	1372	904	982	987	673	1424	1339	1127
RALGPS2	1323	2273	1587	1057	58	40	96	104	78	60	56
MIER1	311	547	717	701	578	720	802	460	1019	823	676
MIER2	382	781	608	551	127	98	99	100	193	127	139
MIER3	327	546	879	580	489	702	725	418	1103	734	512
PAPD7	309	603	664	685	258	228	298	206	277	269	359
PAPD4	339	433	641	603	437	587	691	446	839	696	562
PAPD5	421	895	531	453	178	153	198	164	249	218	187
LRBA	252	665	564	485	328	299	224	229	523	374	338
TOLLIP	1230	1930	2159	1938	1317	1754	1468	1271	3135	2363	1795
PPP2R5D	744	1431	850	783	324	316	332	300	465	466	413
PPP2R5E	220	488	294	223	97	111	100	76	135	125	81
PPP2R5A	241	385	257	327	127	123	194	124	163	174	135
PPP2R5B	55	94	174	186	267	229	245	141	329	270	287
PPP2R5C	853	1513	1250	1298	553	571	639	462	930	672	662
LCMT1	417	514	375	334	163	179	201	181	314	301	208
LCMT2	74	120	155	130	76	64	60	62	102	90	86
NAMPT	100	158	191	224	121	119	175	95	175	147	173
H2AFB1	0	0	0	0	0	0	0	0	0	0	0
SCRG1	476	553	1012	900	819	1365	989	760	2683	1154	1031
SLFN14	0	4	6	1	0	0	0	0	0	0	2
FOXD4	2	5	7	4	7	1	2	4	2	2	5
FOXD2	12	38	29	27	25	13	9	9	3	8	10
SLFN11	30	42	63	103	84	26	71	97	45	63	97
SLFN12	4	9	17	32	35	36	45	35	51	28	30
SLFN13	8	10	25	20	15	10	28	12	13	9	17
CAPN14	8	13	13	7	0	2	1	2	0	1	1
CAPN13	0	2	11	12	12	10	36	15	34	14	6
CAPN12	9	33	19	14	6	4	15	7	11	11	7
CAPN11	677	904	639	436	6	0	4	3	4	4	2
CAPN10	234	435	369	369	209	187	163	176	230	267	212
SLC35D3	1	2	1	0	2	0	0	0	0	0	0
SLC35D2	71	107	94	146	119	114	139	97	171	139	181
SLC35D1	176	365	439	388	225	255	275	189	384	339	282
COX7B	118	98	127	196	188	169	192	130	245	242	231
HIBCH	258	263	285	295	265	327	363	199	520	321	357
IL1RAPL1	1	2	3	3	1	1	3	0	0	1	0
IL1RAPL2	4	7	4	7	5	1	3	6	5	17	6
HYI	0	0	0	0	0	0	0	0	0	0	0
MPRIP	741	1573	2502	2340	2362	2549	2932	2074	3619	3030	2441
C11orf96	391	499	1430	1317	729	1378	3945	2234	2447	1618	1178
C11orf95	195	274	356	354	204	171	192	261	334	248	291
C11orf94	79	152	35	38	0	2	1	2	5	1	0
C11orf93	46	96	64	91	44	90	54	67	98	85	97
C11orf91	39	93	52	35	1	0	0	1	1	3	0
THUMPD1	488	702	1014	863	635	742	846	598	1156	938	691
THUMPD3	971	1240	1111	795	291	311	307	198	444	370	334
THUMPD2	75	121	114	173	150	240	186	142	201	245	163
CHORDC1	238	254	272	245	126	150	190	123	180	181	177
PXDNL	151	320	72	119	1	5	5	2	5	2	2
MLLT4	753	1464	2166	1893	1616	1834	2057	1590	2284	1618	1425
MLLT6	648	1746	2755	2704	2689	2824	3464	2625	3683	3517	3138
MLLT1	402	1032	595	574	210	89	200	232	157	180	310
MLLT3	35	39	64	66	14	9	23	18	14	21	18
SYNJ1	331	627	665	498	131	99	136	82	132	125	90
SYNJ2	108	580	164	225	193	119	103	127	156	78	85
PCDHA2	4	22	22	13	14	16	10	7	6	5	4
PCDHA3	15	41	24	34	16	11	15	18	9	18	5
PCDHA1	24	40	26	29	24	19	26	33	17	53	31
PCDHA6	1	10	11	10	8	8	16	5	9	13	0
PCDHA7	5	23	22	18	15	15	10	6	8	17	10
PCDHA4	5	17	11	15	12	9	12	6	11	7	15
PCDHA5	4	17	9	8	6	3	6	4	1	4	1
IL15RA	46	61	105	91	116	168	177	110	273	220	145
PCDHA8	1	5	7	4	1	4	0	2	3	3	1
PCDHA9	26	63	26	38	3	3	3	0	0	3	1
EPM2AIP1	204	516	906	875	1177	1123	1389	967	1635	1470	1145
CDX1	29	53	32	24	2	2	6	2	5	4	4
CDX2	1	1	3	2	0	0	0	0	0	0	2
CDX4	2	1	0	0	0	0	0	0	0	0	0
LRFN3	66	110	170	181	189	230	152	161	310	264	217
LRFN2	30	56	67	18	3	3	9	1	3	10	2
LRFN1	14	21	26	30	23	28	17	18	38	28	25
LYRM7	330	448	435	362	245	284	306	242	463	396	326
LRFN4	380	587	346	320	42	28	51	58	56	37	54
NKX2-2	1	3	0	1	0	0	0	0	0	0	0
NKX2-3	0	1	1	1	0	0	1	0	0	0	0
LYRM9	178	196	255	237	137	218	208	151	225	228	225
NKX2-1	7	7	1	3	1	0	0	0	0	0	0
NKX2-6	0	0	0	0	1	1	0	0	0	0	0
NKX2-4	18	32	22	13	0	0	0	0	0	0	0
NKX2-5	2	2	4	2	1	1	0	0	0	0	0
BRAT1	655	1107	824	864	384	336	423	328	462	463	573
OAS1	21	59	21	67	66	87	70	71	102	50	151
OAS3	66	136	95	216	231	156	192	187	219	122	266
OAS2	29	48	35	77	99	94	110	115	87	61	120
NBPF6	0	2	2	1	0	0	0	0	0	0	0
OASL	21	66	36	23	2	4	4	5	8	0	4
CCIN	951	2723	1040	951	1	2	3	1	1	10	6
DTHD1	34	54	19	16	0	0	1	1	0	0	2
